,age,gender,friends,basketball,football,soccer,softball,volleyball,swimming,cheerleading,baseball,tennis,sports_interest,physical_appearance_interest,shopping_interest,music_interest,religion_interest,social_behaviors_interest,mortality_interest
1145,19.149428645833336,F,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1146,19.384,M,25,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1147,18.628,F,60,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1148,19.211,F,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1149,18.919,F,2,3,0,0,6,2,0,0,0,0,12,1,2,0,0,1,1
1150,18.366,F,11,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0
1151,19.165,F,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0
1152,18.489,F,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1
1153,18.776,F,69,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0
1154,18.664,F,90,0,1,0,0,0,0,0,0,0,1,1,2,6,1,5,3
1155,18.366,F,119,0,0,0,0,0,0,0,0,0,0,5,0,0,1,8,0
1156,19.149428645833336,F,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
1157,19.149428645833336,F,7,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
1158,19.034,F,18,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0
1159,18.39,F,24,0,3,0,0,0,0,0,0,0,3,4,4,0,1,1,1
1160,18.79,F,0,0,0,0,0,0,0,0,0,0,0,4,0,2,6,1,0
1161,18.62,F,6,1,1,0,0,0,0,0,1,0,4,3,0,4,0,0,1
1162,18.198,F,42,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1163,18.779,F,0,0,0,0,0,0,0,0,1,0,1,3,1,2,2,0,3
1164,18.705,F,21,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1165,19.244,F,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,19.149428645833336,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,18.193,F,0,0,2,0,0,0,0,0,0,1,3,2,7,1,11,0,2
1168,18.289,M,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1169,19.012,F,162,0,0,0,0,0,0,0,0,0,0,1,0,1,79,0,0
1170,19.417,M,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,19.149428645833336,F,25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1172,18.319,F,22,0,1,0,0,0,1,0,0,0,2,1,1,7,1,0,0
1173,19.086,F,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
1174,19.091,F,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1175,19.225,M,61,0,1,1,0,0,0,0,0,0,2,0,0,2,2,2,0
1176,18.316,F,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1177,19.058,F,15,1,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0
1178,17.996,F,37,0,3,0,0,0,0,0,0,0,3,0,1,14,1,1,0
1179,18.921,F,39,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,1
1180,19.135,F,45,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
1181,18.732,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,17.966,F,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1183,19.121,F,19,0,0,0,0,0,0,0,0,0,0,2,1,1,4,0,0
1184,18.346,F,85,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1185,18.541,F,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1186,18.231,F,2,0,1,0,0,0,0,2,0,0,3,5,7,1,4,1,0
1187,18.511,F,16,0,3,0,0,0,0,0,0,0,3,1,0,0,0,1,1
1188,19.003,F,50,1,1,0,0,0,0,0,0,0,2,1,1,0,1,4,1
1189,18.371,F,20,0,1,0,0,0,0,1,0,0,2,1,0,8,0,0,0
1190,19.359,M,52,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1191,18.678,F,93,0,1,0,0,0,0,0,0,0,1,0,2,3,10,1,1
1192,18.456,F,25,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,0
1193,18.968,F,62,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
1194,19.313,F,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
1195,18.752,M,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,19.129,F,29,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1197,19.149428645833336,F,9,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0
1198,18.335,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,18.979,M,92,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1200,19.149428645833336,M,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,18.648,M,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
1202,18.563,F,26,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1203,14.48,F,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1204,19.028,F,37,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1
1205,18.349,F,70,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1206,18.212,F,48,0,1,1,0,0,0,0,0,0,2,0,1,1,3,0,0
1207,17.607,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,19.149428645833336,F,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1209,18.957,F,14,1,0,3,0,0,0,2,0,0,7,0,1,1,5,1,2
1210,18.196,M,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,18.434,M,33,2,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0
1212,17.224,F,26,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,0
1213,18.626,M,37,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0
1214,18.738,F,21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1215,18.913,M,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,4
1216,18.842,M,19,1,1,0,0,0,0,0,0,0,2,0,0,11,0,1,0
1217,19.433,F,7,1,0,0,0,0,0,1,0,0,2,0,1,1,0,0,1
1218,18.486,F,16,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1,0
1219,18.352,F,155,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3
1220,19.113,F,25,1,6,0,0,0,0,0,0,0,7,0,1,1,4,3,0
1221,18.979,F,12,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1
1222,19.102,F,32,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1
1223,19.149428645833336,F,0,0,0,0,0,0,0,0,0,1,1,0,1,1,6,0,0
1224,19.149428645833336,F,44,0,1,0,0,0,0,0,0,3,4,7,1,0,13,3,0
1225,19.014,F,136,1,1,0,6,1,0,0,0,0,15,0,0,1,2,0,0
1226,18.305,F,49,0,1,0,0,1,2,0,0,0,4,0,0,1,1,1,1
1227,18.021,F,19,0,0,0,0,0,1,0,0,0,1,1,2,2,4,0,0
1228,19.168,F,174,0,0,0,0,0,0,0,0,0,0,8,11,2,0,3,1
1229,19.149428645833336,F,0,3,0,0,2,0,0,0,0,0,5,0,0,1,0,0,0
1230,19.149428645833336,M,40,0,0,1,0,0,0,0,0,0,1,1,2,6,0,4,0
1231,19.313,F,67,0,0,0,0,0,0,3,0,0,3,0,1,0,0,0,0
1232,19.392,F,85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1233,19.149,F,26,0,5,0,0,0,0,0,1,0,7,1,0,1,1,0,0
1234,18.431,F,24,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1235,19.149428645833336,F,55,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1236,17.61,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1237,19.149428645833336,F,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
1238,18.363,F,43,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3
1239,19.149428645833336,M,126,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1240,19.127,F,11,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1
1241,18.45,F,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,19.149428645833336,F,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
1243,18.237,F,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1244,18.448,F,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1245,18.683,F,40,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,1
1246,19.149428645833336,F,30,2,0,0,0,0,0,0,0,0,2,2,1,0,2,0,0
1247,18.327,F,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1248,18.533,F,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1249,18.705,F,2,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0
1250,18.275,F,2,1,0,0,1,0,1,0,0,1,5,3,0,2,1,3,1
1251,18.675,M,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,19.034,F,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1253,18.853,M,38,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0
1254,19.242,F,43,0,0,0,0,0,0,0,0,0,0,2,1,2,8,0,0
1255,19.162,M,3,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,4
1256,19.149428645833336,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1257,18.467,M,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,18.152,F,5,0,0,1,1,1,0,0,0,0,3,5,2,1,0,1,0
1259,18.434,M,0,0,0,0,0,0,1,2,0,0,3,0,1,0,0,0,0
1260,18.448,M,30,3,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0
1261,18.497,M,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
1262,19.149428645833336,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1263,18.678,F,26,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0
1264,19.149428645833336,F,17,2,0,0,0,0,0,0,0,0,2,0,0,2,0,5,1
1265,18.346,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,18.757,F,0,0,0,5,0,1,0,0,1,0,7,1,0,4,1,0,0
1267,18.084,F,53,2,0,1,0,0,0,0,0,1,5,6,3,2,1,5,0
1268,19.149428645833336,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,19.149428645833336,F,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,2
1270,18.79,M,17,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1
1271,18.853,F,2,0,0,1,0,0,0,0,0,0,1,3,0,1,1,0,0
1272,19.206,F,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1273,18.409,F,30,0,1,1,0,0,0,0,0,0,2,1,0,2,0,0,0
1274,18.856,M,74,0,0,0,0,0,0,0,2,0,2,0,0,5,1,0,0
1275,18.47,F,29,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0
1276,19.116,F,62,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1277,18.721,F,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1278,19.094,M,11,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
1279,18.801,F,28,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,1
1280,18.029,F,0,1,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0
1281,18.954,M,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1282,18.357,M,8,1,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0
1283,19.149428645833336,F,31,1,0,0,0,0,0,0,1,0,3,1,0,1,0,0,0
1284,19.149428645833336,F,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1285,18.398,F,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1286,18.886,M,8,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0
1287,18.308,F,7,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,1
1288,18.867,F,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,18.272,F,41,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
1290,18.541,M,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,19.149428645833336,M,101,0,1,0,0,0,1,5,0,0,7,0,1,1,0,2,0
1292,18.045,F,32,0,0,0,0,0,0,0,1,0,2,0,5,1,5,0,0
1293,19.149428645833336,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,18.415,M,72,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1295,19.149428645833336,M,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1296,18.198,F,17,0,0,1,0,0,0,0,0,0,2,8,1,7,0,5,1
1297,18.346,F,0,2,0,0,1,0,0,0,1,0,4,0,1,0,0,2,1
1298,18.319,F,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1299,18.653,F,31,0,1,1,0,0,0,0,0,0,2,0,0,15,1,1,0
1300,18.335,F,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0
1301,14.771,M,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
1302,19.149428645833336,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,18.122,F,9,0,1,0,0,0,0,0,0,0,1,5,2,1,0,0,0
1304,19.097,F,18,0,0,0,0,0,0,0,0,0,1,4,1,2,0,7,1
1305,19.433,F,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1306,18.825,M,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
1307,18.971,M,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1308,18.754,F,12,0,0,0,0,0,0,0,0,1,1,1,2,1,7,0,0
1309,18.76,M,12,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
1310,18.355,F,148,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
1311,18.475,F,34,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
1312,18.552,F,19,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
1313,18.609,M,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1314,18.412,F,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1315,18.639,M,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1316,18.163,F,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1317,19.184,F,74,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1318,18.954,F,58,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1319,18.85,F,49,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0
1320,18.324,M,31,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1321,18.806,F,45,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0
1322,19.149428645833336,F,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,19.149428645833336,F,7,0,0,0,1,0,0,0,0,0,1,1,3,2,0,0,0
1324,19.918,F,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,0,0
1325,18.502,F,46,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1326,18.47,F,19,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1
1327,18.628,M,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1
1328,18.289,F,34,0,0,0,0,0,0,0,1,0,1,2,3,6,1,0,0
1329,8.772,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,18.491,F,30,1,0,2,0,1,0,0,0,0,4,0,1,1,0,0,0
1331,18.949,M,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1332,18.467,F,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
1333,18.341,M,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,18.877,M,64,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1335,18.289,F,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1336,18.798,F,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0
1337,19.149428645833336,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,18.897,F,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1339,18.434,F,24,0,0,0,0,0,0,1,0,0,1,1,0,4,0,2,0
1340,18.141,F,71,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0
1341,18.344,F,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1342,19.379,F,80,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0
1343,18.812,F,8,0,0,0,0,0,0,0,0,0,0,0,2,6,0,1,0
1344,18.982,F,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1345,18.335,F,36,1,1,0,1,1,0,0,1,0,7,0,1,1,0,0,0
1346,18.278,F,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
1347,19.149428645833336,F,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
1348,18.732,F,37,0,0,0,1,0,0,0,0,0,1,1,0,1,0,3,1
1349,19.149428645833336,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,18.404,F,24,0,0,0,0,0,0,0,0,0,0,5,3,1,3,0,0
1351,18.404,F,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1352,19.614,F,76,0,0,0,0,0,1,0,0,0,1,1,0,5,1,0,1
1353,18.839,F,39,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
1354,19.149428645833336,F,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1355,19.149428645833336,F,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
1356,18.987,F,159,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0
1357,18.839,F,37,1,1,0,0,1,0,0,0,0,3,0,0,3,4,0,1
1358,18.45,F,45,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2
1359,18.702,F,26,0,2,0,2,0,0,0,2,0,9,0,0,0,0,0,0
1360,18.483,F,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1361,18.412,F,15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1362,18.825,F,42,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
1363,19.077,F,76,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1
1364,19.838,F,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1365,18.24,F,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1366,19.149428645833336,F,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1367,18.853,F,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1368,42.212,M,40,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0
1369,19.149428645833336,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,18.831,F,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
1371,18.393,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1372,19.149428645833336,F,45,0,0,0,0,0,1,0,0,0,2,0,2,3,0,4,0
1373,19.149428645833336,F,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,18.289,F,36,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1375,19.099,F,37,0,0,0,2,2,0,0,0,0,4,2,0,1,0,3,0
1376,18.037,M,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0
1377,19.165,F,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
1378,18.782,F,35,0,0,0,0,0,1,0,0,0,1,0,2,3,2,2,0
1379,19.149428645833336,F,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0
1380,18.267,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1381,18.784,M,26,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
1382,19.091,F,55,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0
1383,19.149428645833336,F,98,0,1,0,0,0,1,0,0,0,2,0,2,3,0,1,1
1384,18.341,F,0,0,0,0,0,0,1,0,0,0,1,0,2,2,1,1,0
1385,19.149428645833336,F,21,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1
1386,18.472,F,20,0,1,0,0,0,0,1,0,0,2,0,1,2,3,0,0
1387,18.357,F,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
1388,19.406,F,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
1389,18.346,F,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1390,19.012,F,13,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,0
1391,19.149428645833336,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,18.215,F,24,1,1,0,0,0,0,0,0,0,2,1,1,4,0,1,0
1393,19.395,M,9,0,2,2,0,0,0,0,0,0,4,1,0,11,0,0,1
1394,19.017,F,41,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1395,18.229,F,28,0,1,0,0,0,0,0,0,0,1,2,0,1,0,1,0
1396,18.264,F,0,1,0,0,0,0,0,0,0,1,3,3,1,10,2,6,2
1397,18.439,F,34,0,0,0,0,1,0,0,0,0,3,10,4,0,0,3,1
1398,19.54,M,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1399,18.223,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,19.149428645833336,F,106,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1401,18.982,F,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1402,18.341,F,118,0,0,1,0,0,0,0,1,0,2,1,1,2,11,1,1
1403,19.543,F,14,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
1404,18.957,F,26,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0
1405,19.149428645833336,F,46,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
1406,19.149428645833336,F,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1407,19.149428645833336,F,0,0,1,0,0,0,1,0,0,0,2,0,1,2,2,0,3
1408,18.409,F,67,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0
1409,18.59,F,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,19.25,F,26,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1
1411,19.118,F,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0
1412,18.363,F,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1413,18.292,M,1,0,1,0,0,0,0,0,0,3,4,6,1,1,0,1,3
1414,18.056,F,16,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
1415,18.938,F,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
1416,14.188,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417,18.913,M,29,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1418,18.494,F,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1419,19.206,M,49,3,0,0,0,0,2,0,2,0,7,1,0,0,0,2,0
1420,18.68,F,8,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,0
1421,17.916,F,12,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0
1422,18.987,F,0,0,1,0,0,0,1,0,0,0,2,4,0,0,0,2,0
1423,18.475,F,64,2,0,0,0,0,0,0,2,0,5,1,0,1,1,0,0
1424,19.113,F,6,1,0,0,0,0,1,1,0,0,3,6,4,5,2,17,3
1425,19.149428645833336,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,18.538,F,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2,2
1427,18.352,M,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,19.146,F,106,0,2,0,0,0,0,0,0,0,3,4,2,7,2,0,1
1429,18.938,F,73,0,2,0,2,2,0,0,0,0,6,0,2,0,0,0,0
1430,19.162,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,18.615,F,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1432,19.222,F,27,1,0,0,0,0,0,0,0,0,1,3,2,3,0,2,1
1433,18.502,F,25,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
1434,18.516,M,109,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1
1435,18.543,F,23,0,0,0,0,0,0,0,0,0,0,1,2,2,5,0,0
1436,19.023,F,18,1,1,0,0,0,0,0,0,0,2,1,0,1,2,0,0
1437,18.193,F,6,0,0,4,0,0,1,0,0,0,5,0,1,0,0,0,0
1438,19.31,M,14,1,0,0,0,0,0,0,0,0,1,1,0,2,2,4,0
1439,19.077,M,10,0,0,0,0,0,0,0,0,0,1,5,0,2,0,6,0
1440,18.995,F,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1441,18.513,M,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1442,13.123,F,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,1
1443,18.582,F,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1444,18.858,F,7,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0
1445,19.053,F,89,4,3,0,1,0,1,0,0,0,10,5,4,1,0,0,0
1446,18.376,F,24,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
1447,18.738,F,3,0,0,0,1,0,0,0,1,0,2,0,1,4,0,0,0
1448,18.76,F,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0
1449,18.691,F,14,0,0,3,0,0,0,0,0,0,3,0,1,0,1,0,0
1450,18.669,F,85,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,0
1451,18.552,F,27,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1452,19.149428645833336,M,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1453,18.223,F,13,0,0,0,0,0,0,0,0,6,6,0,0,3,0,0,0
1454,18.719,F,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1455,18.856,F,34,0,1,0,0,0,0,0,0,0,1,1,1,1,2,0,0
1456,18.527,M,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0
1457,19.149428645833336,F,17,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1458,18.3,F,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1459,19.149428645833336,F,8,0,1,0,0,0,0,0,0,0,1,2,1,1,0,6,1
1460,19.203,F,34,0,0,0,0,0,0,0,1,1,2,0,1,3,0,3,0
1461,19.192,F,39,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0
1462,18.346,F,30,1,1,0,0,0,0,0,0,0,3,5,2,3,0,0,0
